Informazioni cronologiche,Indirizzo email,Title,Author list,Conference,Year,Category,Section,Sub-section,Short description (1-2 lines),Link paper,Link page,Link code,Link video,Note,Git Command
"17/07/2023, 16:39:55",mirco.pl.93@gmail.com,Bridge-Prompt: Towards Ordinal Action Understanding in Instructional Videos,"Muheng Li, Lei Chen, Yueqi Duan, Zhilan Hu, Jianjiang Feng, Jie Zhou, Jiwen Lu",CVPR,2022,Papers,Temporal Segmentation (Action Detection),,,https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Bridge-Prompt_Towards_Ordinal_Action_Understanding_in_Instructional_Videos_CVPR_2022_paper.pdf,,https://github.com/ttlmh/Bridge-Prompt,,,
"17/07/2023, 16:50:52",mirco.pl.93@gmail.com,Interact before Align: Leveraging Cross-Modal Knowledge for Domain Adaptive Action Recognition,"Lijin Yang, Yifei Huang, Yusuke Sugano, Yoichi Sato",CVPR,2022,Papers,Action/Activity Recognition,Usupervised Domain Adaptation,,https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_Interact_Before_Align_Leveraging_Cross-Modal_Knowledge_for_Domain_Adaptive_Action_CVPR_2022_paper.pdf,,,,,
"17/07/2023, 17:03:29",mirco.pl.93@gmail.com,Robust Egocentric Photo-realistic Facial Expression Transfer for Virtual Reality,"Amin Jourabloo, Fernando De la Torre, Jason Saragih, Shih-En Wei, Stephen Lombardi, Te-Li Wang, Danielle Belko, Autumn Trimble, Hernan Badino",CVPR,2022,Papers,User Data from an Egocentric Point of View,,,https://openaccess.thecvf.com/content/CVPR2022/papers/Jourabloo_Robust_Egocentric_Photo-Realistic_Facial_Expression_Transfer_for_Virtual_Reality_CVPR_2022_paper.pdf,,,,,
"17/07/2023, 17:11:40",mirco.pl.93@gmail.com,Joint Hand Motion and Interaction Hotspots Prediction From Egocentric Videos,"Shaowei Liu, Subarna Tripathi, Somdeb Majumdar, Xiaolong Wang",CVPR,2022,Papers,Action Anticipation,Region prediction,,https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Joint_Hand_Motion_and_Interaction_Hotspots_Prediction_From_Egocentric_Videos_CVPR_2022_paper.pdf,https://stevenlsw.github.io/hoi-forecast/,https://github.com/stevenlsw/hoi-forecast,,,
"17/07/2023, 19:07:44",mirco.pl.93@gmail.com,A Hybrid Egocentric Activity Anticipation Framework via Memory-Augmented Recurrent and One-Shot Representation Forecasting,"Tianshan Liu, Kin-Man Lam",CVPR,2022,Papers,Action Anticipation,Short-Term Action Anticipation,,https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_A_Hybrid_Egocentric_Activity_Anticipation_Framework_via_Memory-Augmented_Recurrent_and_CVPR_2022_paper.pdf,,,,,
"18/07/2023, 13:20:58",mirco.pl.93@gmail.com,Egocentric Deep Multi-Channel Audio-Visual Active Speaker Localization,"Hao Jiang, Calvin Murdock, Vamsi Krishna Ithapu",CVPR,2022,Papers,Social Interactions,,,https://openaccess.thecvf.com/content/CVPR2022/papers/Jiang_Egocentric_Deep_Multi-Channel_Audio-Visual_Active_Speaker_Localization_CVPR_2022_paper.pdf,,,,,
"18/07/2023, 13:34:00",mirco.pl.93@gmail.com,Egocentric Scene Understanding via Multimodal Spatial Rectifier,"Tien Do, Khiem Vuong, Hyun Soo Park",CVPR,2022,Papers,Multi-Modalities,Depth,,https://openaccess.thecvf.com/content/CVPR2022/papers/Do_Egocentric_Scene_Understanding_via_Multimodal_Spatial_Rectifier_CVPR_2022_paper.pdf,,https://github.com/tien-d/EgoDepthNormal,,,
"18/07/2023, 14:09:47",mirco.pl.93@gmail.com,SOS! Self-supervised Learning Over Sets Of Handled Objects In Egocentric Action Recognition,"Victor Escorcia, Ricardo Guerrero, Xiatian Zhu, Brais Martinez",ECCV,2022,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://arxiv.org/abs/2204.04796,,,,,
"18/07/2023, 14:18:33",mirco.pl.93@gmail.com,Generative Adversarial Network for Future Hand Segmentation from Egocentric Video,"Wenqi Jia, Miao Liu, James M. Rehg",ECCV,2022,Papers,Segmentation,,,https://arxiv.org/abs/2203.11305,https://vjwq.github.io/EgoGAN/,,,,
"18/07/2023, 16:48:02",mirco.pl.93@gmail.com,EgoProceL ,"Siddhant Bansal, Chetan Arora, C.V. Jawahar",ECCV,2022,Papers,Datasets,,EgoProceL dataset focuses on the key-steps required to perform a task instead of every action in the video. EgoProceL consistis of 62 hours of videos captured by 130 subjects performing 16 tasks.,https://arxiv.org/pdf/2207.10883.pdf,https://sid2697.github.io/egoprocel/,,,,
"18/07/2023, 16:54:08",mirco.pl.93@gmail.com,EgoTaskQA: Understanding Human Tasks in Egocentric Videos,"Baoxiong Jia, Ting Lei, Song-Chun Zhu, Siyuan Huang",NeurIPS,2022,Papers,Video-Language,,,https://proceedings.neurips.cc/paper_files/paper/2022/hash/161c94a58ca25bafcaf47893e8233deb-Abstract-Datasets_and_Benchmarks.html,https://sites.google.com/view/egotaskqa,,,,
"18/07/2023, 16:56:37",mirco.pl.93@gmail.com,My View is the Best View: Procedure Learning from Egocentric Videos,"Siddhant Bansal, Chetan Arora, C.V. Jawahar",ECCV,2022,Papers,Temporal Segmentation (Action Detection),,,https://arxiv.org/abs/2207.10883,,,,,
"18/07/2023, 17:03:01",mirco.pl.93@gmail.com,EgoHOS,"Lingzhi Zhang, Shenghao Zhou, Simon Stent, Jianbo Shi",ECCV,2022,Papers,Datasets,,"EgoHOS, a labeled dataset consisting of 11,243 egocentric images with per-pixel segmentation labels of hands and objects being interacted with during a diverse array of daily activities. Our dataset is the first to label detailed hand-object contact boundaries",https://arxiv.org/abs/2208.03826,https://github.com/owenzlz/EgoHOS,https://github.com/owenzlz/EgoHOS,,,
"18/07/2023, 17:07:41",mirco.pl.93@gmail.com,UnrealEgo,"Hiroyasu Akada, Jian Wang, Soshi Shimada, Masaki Takahashi, Christian Theobalt, Vladislav Golyanik",ECCV,2022,Papers,Datasets,,"UnrealEgo, i.e., a new large-scale naturalistic dataset for egocentric 3D human pose estimation. It is the first dataset to provide in-the-wild stereo images with the largest variety of motions among existing egocentric datasets.",https://arxiv.org/abs/2208.01633,https://4dqv.mpi-inf.mpg.de/UnrealEgo/,,,,
"18/07/2023, 17:10:06",mirco.pl.93@gmail.com,Rethinking Learning Approaches for Long-Term Action Anticipation,"Megha Nawhal, Akash Abdu Jyothi, Greg Mori",ECCV,2022,Papers,Action Anticipation,Long-Term Action Anticipation,,https://arxiv.org/abs/2210.11566,https://meghanawhal.github.io/projects/anticipatr.html,,,,
"18/07/2023, 17:28:53",mirco.pl.93@gmail.com,Fine-grained Affordance Annotation for Egocentric Hand-Object Interaction Videos,"Zecheng Yu, Yifei Huang, Ryosuke Furuta, Takuma Yagi, Yusuke Goutsu, Yoichi Sato",WACV,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://openaccess.thecvf.com/content/WACV2023/papers/Yu_Fine-Grained_Affordance_Annotation_for_Egocentric_Hand-Object_Interaction_Videos_WACV_2023_paper.pdf,https://github.com/zch-yu/epic-affordance-annotation,,,,
"18/07/2023, 17:30:47",mirco.pl.93@gmail.com,Intention-Conditioned Long-Term Human Egocentric Action Anticipation,"Esteve Valls Mascaro´, Hyemin Ahn, Dongheui Lee",WACV,2023,Papers,Action Anticipation,Long-Term Action Anticipation,,https://openaccess.thecvf.com/content/WACV2023/papers/Mascaro_Intention-Conditioned_Long-Term_Human_Egocentric_Action_Anticipation_WACV_2023_paper.pdf,,,,,
"18/07/2023, 18:20:11",mirco.pl.93@gmail.com,Egocentric Activity Recognition and Localization on a 3D Map,"Chang Chen, Jiaming Zhang, Kailun Yang, Kunyu Peng, Rainer Stiefelhagen",WACV,2023,Papers,Localization,,,https://openaccess.thecvf.com/content/WACV2023/papers/Chen_Trans4Map_Revisiting_Holistic_Birds-Eye-View_Mapping_From_Egocentric_Images_to_Allocentric_WACV_2023_paper.pdf,,https://github.com/jamycheung/Trans4Map,,,
"18/07/2023, 18:23:47",mirco.pl.93@gmail.com,Balanced Spherical Grid for Egocentric View Synthesis,"Changwoon Choi, Sang Min Kim, Young Min Kim",CVPR,2023,Papers,NeRF,,,https://openaccess.thecvf.com/content/CVPR2023/html/Choi_Balanced_Spherical_Grid_for_Egocentric_View_Synthesis_CVPR_2023_paper.html,https://changwoon.info/publications/EgoNeRF,,,,
"18/07/2023, 18:27:44",mirco.pl.93@gmail.com,AssemblyHands,"Takehiko Ohkawa, Kun He, Fadime Sener, Tomas Hodan, Luan Tran, Cem Keskin",CVPR,2023,Papers,Datasets,,"AssemblyHands, a large-scale benchmark dataset with accurate 3D hand pose annotations, to facilitate the study of egocentric activities with challenging handobject interactions. ",https://openaccess.thecvf.com/content/CVPR2023/papers/Ohkawa_AssemblyHands_Towards_Egocentric_Activity_Understanding_via_3D_Hand_Pose_Estimation_CVPR_2023_paper.pdf,https://assemblyhands.github.io/,,,,
"18/07/2023, 18:31:51",mirco.pl.93@gmail.com,Scene-aware Egocentric 3D Human Pose Estimation," Jian Wang, Diogo Luvizon, Weipeng Xu, Lingjie Liu, Kripasindhu Sarkar, Christian Theobalt",CVPR,2023,Papers,User Data from an Egocentric Point of View,,,https://openaccess.thecvf.com/content/CVPR2023/papers/Wang_Scene-Aware_Egocentric_3D_Human_Pose_Estimation_CVPR_2023_paper.pdf,https://github.com/yt4766269/SceneEgo,,,,
"18/07/2023, 18:35:40",mirco.pl.93@gmail.com,MMG-Ego4D: Multimodal Generalization in Egocentric Action Recognition,"Xinyu Gong, Sreyas Mohan, Naina Dhingra, Jean-Charles Bazin, Yilei Li, Zhangyang Wang, Rakesh Ranjan",CVPR,2023,Papers,Action/Activity Recognition,Domain Generalization,,https://openaccess.thecvf.com/content/CVPR2023/papers/Gong_MMG-Ego4D_Multimodal_Generalization_in_Egocentric_Action_Recognition_CVPR_2023_paper.pdf,,,,,
"18/07/2023, 18:38:18",mirco.pl.93@gmail.com,Egocentric Video Task Translation,"Zihui Xue, Yale Song, Kristen Grauman, Lorenzo Torresani",CVPR,2023,Papers,Multiple Egocentric Tasks,,,https://openaccess.thecvf.com/content/CVPR2023/papers/Xue_Egocentric_Video_Task_Translation_CVPR_2023_paper.pdf,https://vision.cs.utexas.edu/projects/egot2/,,,,
"18/07/2023, 19:50:42",mirco.pl.93@gmail.com,Hierarchical Temporal Transformer for 3D Hand Pose Estimation and Action Recognition From Egocentric RGB Videos,"Yilin Wen, Hao Pan, Lei Yang, Jia Pan, Taku Komura, Wenping Wang",CVPR,2023,Papers,User Data from an Egocentric Point of View,,,https://openaccess.thecvf.com/content/CVPR2023/papers/Wen_Hierarchical_Temporal_Transformer_for_3D_Hand_Pose_Estimation_and_Action_CVPR_2023_paper.pdf,,https://github.com/fylwen/HTT,,,
"18/07/2023, 19:55:25",mirco.pl.93@gmail.com,Egocentric Audio-Visual Object Localization,"Chao Huang, Yapeng Tian, Anurag Kumar, Chenliang Xu",CVPR,2023,Papers,Multi-Modalities,Audio-Visual,,https://openaccess.thecvf.com/content/CVPR2023/papers/Huang_Egocentric_Audio-Visual_Object_Localization_CVPR_2023_paper.pdf,,https://github.com/WikiChao/Ego-AV-Loc,,,
"18/07/2023, 19:57:29",mirco.pl.93@gmail.com,EpicSoundingObject,"Chao Huang, Yapeng Tian, Anurag Kumar, Chenliang Xu",CVPR,2023,Papers,Datasets,,Epic Sounding Object dataset with sounding object annotations to benchmark the localization performance in egocentric videos,https://openaccess.thecvf.com/content/CVPR2023/papers/Huang_Egocentric_Audio-Visual_Object_Localization_CVPR_2023_paper.pdf,https://github.com/WikiChao/Ego-AV-Loc,https://github.com/WikiChao/Ego-AV-Loc,,,
"18/07/2023, 19:59:37",mirco.pl.93@gmail.com,N-EPIC-Kitchens,"Chiara Plizzari, Mirco Planamente, Gabriele Goletto, Marco Cannici, Emanuele Gusso, Matteo Matteucci, Barbara Caputo",CVPR,2022,Papers,Datasets,,"N-EPIC-Kitchens, the first event-based camera extension of the large-scale EPIC-Kitchens dataset",https://openaccess.thecvf.com/content/CVPR2022/html/Plizzari_E2GOMOTION_Motion_Augmented_Event_Stream_for_Egocentric_Action_Recognition_CVPR_2022_paper.html,https://github.com/EgocentricVision/N-EPIC-Kitchens,,,,
"18/07/2023, 20:02:01",mirco.pl.93@gmail.com,Egocentric Auditory Attention Localization in Conversations,"Fiona Ryan, Hao Jiang, Abhinav Shukla, James M. Rehg, Vamsi Krishna Ithapu",CVPR,2022,Papers,Social Interactions,,,https://openaccess.thecvf.com/content/CVPR2023/papers/Ryan_Egocentric_Auditory_Attention_Localization_in_Conversations_CVPR_2023_paper.pdf,https://fkryan.github.io/saal,,,,
"18/07/2023, 20:22:03",mirco.pl.93@gmail.com,Where is my Wallet? Modeling Object Proposal Sets for Egocentric Visual Query Localization,"Mengmeng Xu, Yanghao Li, Cheng-Yang Fu, Bernard Ghanem, Tao Xiang, Juan-Manuel Pérez-Rúa",CVPR,2023,Papers,Retrieval,,,https://openaccess.thecvf.com/content/CVPR2023/papers/Xu_Where_Is_My_Wallet_Modeling_Object_Proposal_Sets_for_Egocentric_CVPR_2023_paper.pdf,,https: //github.com/facebookresearch/vq2d_cvpr,,,
"18/07/2023, 20:25:07",mirco.pl.93@gmail.com,Tracking Multiple Deformable Objects in Egocentric Videos,"Mingzhen Huang, Xiaoxing Li, Jun Hu, Honghong Peng, Siwei Lyu",CVPR,2023,Papers,Tracking,,,https://openaccess.thecvf.com/content/CVPR2023/papers/Huang_Tracking_Multiple_Deformable_Objects_in_Egocentric_Videos_CVPR_2023_paper.pdf,https://mingzhenhuang.com/projects/detracker.html,,,,
"19/07/2023, 02:30:15",mirco.pl.93@gmail.com,Bringing Online Egocentric Action Recognition into the wild,"Gabriele Goletto, Mirco Planamente, Barbara Caputo, Giuseppe Averta",RA-L,2023,Papers,Applications,,,https://arxiv.org/abs/2211.03004,,https://github.com/EgocentricVision/EgoWild,,,
"19/07/2023, 02:37:12",mirco.pl.93@gmail.com,Test-time adaptation for egocentric action recognition,"Mirco Plananamente, Chiara Plizzari, Barbara Caputo",ICIAP,2022,Papers,Action/Activity Recognition,Test Time Training (Adaptation),,https://link.springer.com/chapter/10.1007/978-3-031-06433-3_18,,https://github.com/EgocentricVision/RNA-TTA,,,
"19/07/2023, 02:59:43",mirco.pl.93@gmail.com,Use Your Head: Improving Long-Tail Video Recognition,"Toby Perrett, Saptarshi Sinha, Tilo Burghardt, Majid Mirmehdi, Dima Damen",CVPR,2023,Papers,Action/Activity Recognition,Action Recognition,,https://arxiv.org/abs/2304.01143,https://tobyperrett.github.io/lmr/,,,,
"19/07/2023, 03:02:53",mirco.pl.93@gmail.com,How Can Objects Help Action Recognition?,"Xingyi Zhou, Anurag Arnab, Chen Sun, Cordelia Schmid",CVPR,2023,Papers,Action/Activity Recognition,Action Recognition,,https://openaccess.thecvf.com/content/CVPR2023/html/Zhou_How_Can_Objects_Help_Action_Recognition_CVPR_2023_paper.html,,https://github.com/google-research/scenic,,,
"19/07/2023, 03:07:01",mirco.pl.93@gmail.com,The Wisdom of Crowds: Temporal Progressive Attention for Early Action Prediction,"Alexandros Stergiou, Dima Damen",CVPR,2023,Papers,Action Anticipation,Short-Term Action Anticipation,,https://openaccess.thecvf.com/content/CVPR2023/papers/Stergiou_The_Wisdom_of_Crowds_Temporal_Progressive_Attention_for_Early_Action_CVPR_2023_paper.pdf,https://alexandrosstergiou.github.io/project_pages/TemPr/index.html,,,,
"19/07/2023, 03:10:24",mirco.pl.93@gmail.com,Chat2Map: Efficient Scene Mapping from Multi-Ego Conversations,"Sagnik Majumder, Hao Jiang, Pierre Moulon, Ethan Henderson, Paul Calamia, Kristen Grauman, Vamsi Krishna Ithapu",CVPR,2023,Papers,Localization,,,https://openaccess.thecvf.com/content/CVPR2023/papers/Majumder_Chat2Map_Efficient_Scene_Mapping_From_Multi-Ego_Conversations_CVPR_2023_paper.pdf,https://vision.cs.utexas.edu/projects/chat2map/,,,,
"19/07/2023, 03:12:43",mirco.pl.93@gmail.com,NaQ: Leveraging Narrations As Queries To Supervise Episodic Memory,"Santhosh Kumar Ramakrishnan, Ziad Al-Halah, Kristen Grauman",CVPR,2023,Papers,Video-Language,,,https://openaccess.thecvf.com/content/CVPR2023/papers/Ramakrishnan_NaQ_Leveraging_Narrations_As_Queries_To_Supervise_Episodic_Memory_CVPR_2023_paper.pdf,https://vision.cs.utexas.edu/projects/naq/,,,,
"19/07/2023, 03:14:23",mirco.pl.93@gmail.com,HierVL: Learning Hierarchical Video-Language Embeddings,"Kumar Ashutosh, Rohit Girdhar, Lorenzo Torresani, Kristen Grauman",CVPR,2023,Papers,Video-Language,,,https://openaccess.thecvf.com/content/CVPR2023/papers/Ashutosh_HierVL_Learning_Hierarchical_Video-Language_Embeddings_CVPR_2023_paper.pdf,https://vision.cs.utexas.edu/projects/hiervl/,,,,
"19/07/2023, 03:24:24",mirco.pl.93@gmail.com,Learning Fine-grained View-Invariant Representations from Unpaired Ego-Exo Videos via Temporal Alignment,"Zihui Xue, Kristen Grauman",UnderReview,2023,Papers,From Third-Person to First-Person,,,https://arxiv.org/abs/2306.05526,https://vision.cs.utexas.edu/projects/AlignEgoExo/,,,,
"19/07/2023, 03:28:56",mirco.pl.93@gmail.com,VOST,"Pavel Tokmakov, Jie Li, Adrien Gaidon",CVPR,2023,Papers,Datasets,,"Video Object Segmentation under Transformations (VOST). It consists of more than 700 high-resolution videos, captured in diverse environments, which are 20 seconds long on average and densely labeled with instance masks",https://openaccess.thecvf.com/content/CVPR2023/html/Tokmakov_Breaking_the_Object_in_Video_Object_Segmentation_CVPR_2023_paper.html,https://www.vostdataset.org/,,,,
"19/07/2023, 16:21:01",mirco.pl.93@gmail.com,ProjectAria, , ,2023,Devices,,,, ,https://about.meta.com/it/realitylabs/projectaria/,,,,
"19/07/2023, 17:35:45",mirco.pl.93@gmail.com,MECCANO,"F. Ragusa, A. Furnari, G. M. Farinella", ,2023,Challenges,,,Multimodal Action Recognition (RGB-Depth-Gaze), ,https://iplab.dmi.unict.it/MECCANO/challenge.html,,,,
"19/07/2023, 19:19:18",mirco.pl.93@gmail.com,Aria Digital Twin,"Xiaqing Pan, Nicholas Charron, Yongqian Yang, Scott Peters, Thomas Whelan, Chen Kong, Omkar Parkhi, Richard Newcombe, Carl Yuheng Ren", ,2023,Papers,Datasets,,"Aria Digital Twin (ADT) - an egocentric dataset captured using Aria glasses with extensive object, environment, and human level ground truth. This ADT release contains 200 sequences of real-world activities conducted by Aria wearers. Very challenging research problems such as 3D object detection and tracking, scene reconstruction and understanding, sim-to-real learning, human pose prediction - while also inspiring new machine perception tasks for augmented reality (AR) applications",https://arxiv.org/pdf/2306.06362.pdf,https://www.projectaria.com/datasets/adt/,https://github.com/facebookresearch/projectaria_tools,,,
"22/07/2023, 00:03:00",mirco.pl.93@gmail.com,Affordances from Human Videos as a Versatile Representation for Robotics," Shikhar Bahl, Russell Mendonca, Lili Chen, Unnat Jain, Deepak Pathak",CVPR,2023,Papers,Human to Robot,,,https://openaccess.thecvf.com/content/CVPR2023/html/Bahl_Affordances_From_Human_Videos_as_a_Versatile_Representation_for_Robotics_CVPR_2023_paper.html,https://vision-robotics-bridge.github.io/,,,,
"22/07/2023, 03:00:23",mirco.pl.93@gmail.com,Summarize the Past to Predict the Future: Natural Language Descriptions of Context Boost Multimodal Object Interaction,"Razvan-George Pasca, Alexey Gavryushin, Yen-Ling Kuo, Luc Van Gool, Otmar Hilliges, Xi Wang", ,2023,Papers,Action Anticipation,Short-Term Action Anticipation,,https://arxiv.org/abs/2301.09209,https://eth-ait.github.io/transfusion-proj/,,,,
"28/07/2023, 14:02:33",mirco.pl.93@gmail.com,Deep-learning Based Egocentric Action Anticipation: A Survey,"Richard Wardle, Sareh Rowlands",Machine Vision and Applications,2023,Surveys,,,,https://www.researchsquare.com/article/rs-3156532/v1,,,,,
"12/09/2023, 12:02:22",mirco.pl.93@gmail.com,Streaming egocentric action anticipation: An evaluation scheme and approach,"Antonino Furnari, Giovanni Maria Farinella",CVIU,2023,Papers,Action Anticipation,Short-Term Action Anticipation,,https://arxiv.org/pdf/2306.16682.pdf,,,,,
"12/09/2023, 12:15:45",mirco.pl.93@gmail.com,Single-Stage Visual Query Localization in Egocentric Videos,"Hanwen Jiang, Santhosh Kumar Ramakrishnan, Kristen Grauman", ,2023,Papers,Retrieval,,,https://arxiv.org/abs/2306.09324,https://hwjiang1510.github.io/VQLoC/,,,,
"12/09/2023, 12:30:52",mirco.pl.93@gmail.com,VS-TransGRU: A Novel Transformer-GRU-based Framework Enhanced by Visual-Semantic Fusion for Egocentric Action Anticipation,"Congqi Cao, Ze Sun, Qinyi Lv, Lingtong Min, Yanning Zhang", ,2023,Papers,Action Anticipation,Short-Term Action Anticipation,,https://arxiv.org/abs/2307.03918,,,,,
"12/09/2023, 12:43:45",mirco.pl.93@gmail.com,EgoAdapt: A multi-stream evaluation study of adaptation to real-world egocentric user video,"Matthias De Lange, Hamid Eghbalzadeh, Reuben Tan, Michael Iuzzolino, Franziska Meier, Karl Ridgeway", ,2023,Papers,Applications,,,https://arxiv.org/abs/2307.05784,,,,,
"12/09/2023, 15:05:42",mirco.pl.93@gmail.com,EgoVLPv2: Egocentric Video-Language Pre-training with Fusion in the Backbone,"Shraman Pramanick, Yale Song, Sayan Nag, Kevin Qinghong Lin, Hardik Shah, Mike Zheng Shou, Rama Chellappa, Pengchuan Zhang",ICCV,2023,Papers,Video-Language,,,https://arxiv.org/abs/2307.05463,https://shramanpramanick.github.io/EgoVLPv2/,,,,
"12/09/2023, 15:18:03",mirco.pl.93@gmail.com,WEAR,"Marius Bock, Hilde Kuehne, Kristof Van Laerhoven, Michael Moeller", ,2023,Papers,Datasets,,The dataset comprises data from 18 participants performing a total of 18 different workout activities with untrimmed inertial (acceleration) and camera (egocentric video) data recorded at 10 different outside locations.,https://arxiv.org/abs/2304.05088,https://mariusbock.github.io/wear/,,,,
"12/09/2023, 15:25:04",mirco.pl.93@gmail.com,Free-Form Composition Networks for Egocentric Action Recognition,"Haoran Wang, Qinghua Cheng, Baosheng Yu, Yibing Zhan, Dapeng Tao, Liang Ding, Haibin Ling", ,2023,Papers,Action/Activity Recognition,Action Recognition,,https://arxiv.org/abs/2307.06527,,,,,
"12/09/2023, 15:28:46",mirco.pl.93@gmail.com,Multimodal Distillation for Egocentric Action Recognition,"Gorjan Radevski, Dusan Grujicic, Marie-Francine Moens, Matthew Blaschko, Tinne Tuytelaars",ICCV,2023,Papers,Multi-Modalities,Audio-Visual,,https://arxiv.org/abs/2307.07483,,https://github.com/gorjanradevski/multimodal-distillation,,,
"12/09/2023, 15:31:34",mirco.pl.93@gmail.com,Uncertainty-aware State Space Transformer for Egocentric 3D Hand Trajectory Forecasting,"Wentao Bao, Lele Chen, Libing Zeng, Zhong Li, Yi Xu, Junsong Yuan, Yu Kong",ICCV,2023,Papers,Action Anticipation,Trajectory prediction,,https://arxiv.org/abs/2307.08243,,,,,
"12/09/2023, 15:42:15",mirco.pl.93@gmail.com,POV-Surgery,"Rui Wang, Sophokles Ktistakis, Siwei Zhang, Mirko Meboldt, Quentin Lohmeyer",MICCAI,2023,Papers,Datasets,,"POV-Surgery, a large-scale, synthetic, egocentric dataset focusing on pose estimation for hands with different surgical gloves and three orthopedic surgical instruments, namely scalpel, friem, and diskplacer. Our dataset consists of 53 sequences and 88,329 frames, featuring high-resolution RGB-D video streams with activity annotations, accurate 3D and 2D annotations for hand-object pose, and 2D hand-object segmentation masks.",https://arxiv.org/abs/2307.10387,https://batfacewayne.github.io/POV_Surgery_io/,,,,
"12/09/2023, 15:48:05",mirco.pl.93@gmail.com,Multiscale Video Pretraining for Long-Term Activity Forecasting,"Reuben Tan, Matthias De Lange, Michael Iuzzolino, Bryan A. Plummer, Kate Saenko, Karl Ridgeway, Lorenzo Torresani", ,2023,Papers,Action Anticipation,Long-Term Action Anticipation,,https://arxiv.org/abs/2307.12854,,,,,
"12/09/2023, 15:55:13",mirco.pl.93@gmail.com,AntGPT: Can Large Language Models Help Long-term Action Anticipation from Videos?,"Qi Zhao, Ce Zhang, Shijie Wang, Changcheng Fu, Nakul Agarwal, Kwonjoon Lee, Chen Sun", ,2023,Papers,Action Anticipation,Long-Term Action Anticipation,,https://arxiv.org/abs/2307.16368,https://brown-palm.github.io/AntGPT/,,,,
"12/09/2023, 16:07:42",mirco.pl.93@gmail.com,Quasi-Online Detection of Take and Release Actions from Egocentric Videos,"Rosario Scavo, Francesco Ragusa, Giovanni Maria Farinella, Antonino Furnari",ICIAP,2023,Papers,Temporal Segmentation (Action Detection),,,https://link.springer.com/chapter/10.1007/978-3-031-43153-1_2,,https://github.com/fpv-iplab/Quasi-Online-Detection-Take-Release,,,
"12/09/2023, 16:14:39",mirco.pl.93@gmail.com,Learning Interaction Regions and Motion Trajectories Simultaneously From Egocentric Demonstration Videos,"Jianjia Xin, Lichun Wang, Kai Xu, Chao Yang, Baocai Yin, ",RA-L,2023,Papers,Human to Robot,,,https://ieeexplore.ieee.org/abstract/document/10202190/authors#authors,,,,,
"12/09/2023, 16:50:45",mirco.pl.93@gmail.com,Domain-Guided Spatio-Temporal Self-Attention for Egocentric 3D Pose Estimation,"Jinman Park,  Kimathi Kaai,  Saad Hossain,  Norikatsu Sumi,  Sirisha Rambhatla,  Paul Fieguth",KDD,2023,Papers,User Data from an Egocentric Point of View,,,https://dl.acm.org/doi/abs/10.1145/3580305.3599312,,https://github.com/jmpark0808/Ego-STAN,,,
"12/09/2023, 16:59:07",mirco.pl.93@gmail.com,InterTracker: Discovering and Tracking General Objects Interacting with Hands in the Wild,"Yanyan Shao, Qi Ye, Wenhan Luo, Kaihao Zhang, Jiming Chen",IROS,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://arxiv.org/abs/2308.03061,,,,,
"12/09/2023, 17:10:19",mirco.pl.93@gmail.com,Object Goal Navigation with Recursive Implicit Maps,"hizhe Chen, Thomas Chabal, Ivan Laptev, Cordelia Schmid",IROS,2023,Papers,Localization,,,https://arxiv.org/pdf/2308.05602.pdf,https://www.di.ens.fr/willow/research/onav_rim/,,,,
"12/09/2023, 17:12:35",mirco.pl.93@gmail.com,An Outlook into the Future of Egocentric Vision,"Chiara Plizzari, Gabriele Goletto, Antonino Furnari, Siddhant Bansal, Francesco Ragusa, Giovanni Maria Farinella, Dima Damen, Tatiana Tommasi", ,2023,Surveys,,,,https://arxiv.org/abs/2308.07123,,,,,
"12/09/2023, 17:17:02",mirco.pl.93@gmail.com,ARGO1M,"Chiara Plizzari, Toby Perrett, Barbara Caputo, Dima Damen",ICCV,2023,Papers,Datasets,," Action Recognition Generalisation dataset (ARGO1M) from videos and narrations from Ego4D. ARGO1M is the first to test action generalisation across both scenario and location shifts, and is the largest domain generalisation dataset across images and video.",https://arxiv.org/abs/2306.08713,https://chiaraplizz.github.io/what-can-a-cook/,,,,
"12/09/2023, 17:21:43",mirco.pl.93@gmail.com,EPIC Fields,"Vadim Tschernezki, Ahmad Darkhalil, Zhifan Zhu, David Fouhey, Iro Laina, Diane Larlus, Dima Damen, Andrea Vedaldi", ,2023,Papers,Datasets,,"EPIC Fields, an augmentation of EPIC-KITCHENS with 3D camera information. Like other datasets for neural rendering, EPIC Fields removes the complex and expensive step of reconstructing cameras using photogrammetry, and allows researchers to focus on modelling problems.",https://arxiv.org/abs/2306.08731,https://epic-kitchens.github.io/epic-fields/,,,,
"13/09/2023, 20:06:34",mirco.pl.93@gmail.com,Dynamic Context Removal: A General Training Strategy for Robust Models on Video Action Predictive Tasks,"Xinyu Xu, Yong-Lu Li, Cewu Lu",IJCV,2023,Papers,Action Anticipation,Short-Term Action Anticipation,,https://link.springer.com/article/10.1007/s11263-023-01850-6,,,,,
